Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,Rolling Std,Likelihood of Hydrate
2024-10-04 00:02:00,769.6177499999999,750.0,43.854185,0.0,0.0
2024-10-04 00:04:00,770.5826500000005,750.0,43.850995,0.0,0.0
2024-10-04 00:06:00,771.1929,750.0,43.850595,0.0,0.0
2024-10-04 00:08:00,771.0110999999999,750.0,43.85021,0.0,0.0
2024-10-04 00:10:00,771.6737250000001,750.0,43.84792,0.0,0.0
2024-10-04 00:12:00,770.500575,750.0,43.848245,0.0,0.0
2024-10-04 00:14:00,769.0673999999999,750.0,43.855285,0.0,0.0
2024-10-04 00:16:00,769.1381999999999,750.0,43.852055,0.0,0.0
2024-10-04 00:18:00,771.164925,750.0,43.854515,0.0,0.0
2024-10-04 00:20:00,769.32315,750.0,43.85491,0.0,0.0
2024-10-04 00:22:00,770.1642,750.0,43.85392,0.0,0.0
2024-10-04 00:26:00,768.6043500000001,750.0,43.855675,0.0,0.0
2024-10-04 00:28:00,768.5740499999999,750.0,43.8555,0.0,0.0
2024-10-04 00:30:00,770.3856000000001,750.0,43.85299,0.0,0.0
2024-10-04 00:32:00,770.381175,750.0,43.85372,0.0,0.0
2024-10-04 00:34:00,769.74045,750.0,43.85341,0.0,0.0
2024-10-04 00:36:00,770.2082250000001,750.0,43.852075,0.0,0.0
2024-10-04 00:38:00,772.2862499999999,750.0,43.84641,0.0,0.0
2024-10-04 00:40:00,771.7146749999999,750.0,43.849405,0.0,0.0
2024-10-04 00:42:00,772.868025,750.0,43.845555,1.1888616281606852,0.3178846833918157
2024-10-04 00:44:00,773.6668500000001,750.0,43.84745,1.3767687539573972,0.36812837515211577
2024-10-04 00:46:00,773.2974,750.0,43.84348,1.5018246699185729,0.40156654769461353
2024-10-04 00:50:00,774.126,750.0,43.843205,1.6801616107902724,0.4492513081774398
2024-10-04 00:52:00,773.64555,750.0,43.8436733333333,1.7894708956596088,0.47847905562037296
2024-10-04 00:54:00,772.968975,750.0,43.844955,1.8369345253329423,0.4911701548483604
2024-10-04 00:56:00,771.4329749999999,750.0,43.85132,1.8329808268133687,0.49011299212029275
2024-10-04 00:58:00,767.9096999999999,750.0,43.85885,1.9181116844382609,0.512875772146115
2024-10-04 01:00:00,767.923725,750.0,43.85898,2.000285788191457,0.5348479582574664
2024-10-04 01:02:00,767.7415000000005,750.0,43.85902,2.129474623899902,0.5693912147342293
2024-10-04 01:04:00,768.5571,750.0,43.85569,2.1649420968231006,0.5788747123371774
2024-10-04 01:06:00,768.68325,750.0,43.856575,2.212980617323486,0.5917195291923584
